id;name;number;URL;socket;price;vertical_segment;processor_number;status;launch_date;64;instruction_set;instruction_set_extensions
48140;Core i3-330E Processor;i3-330E;https://ark.intel.com/content/www/us/en/ark/products/48140/intel-core-i3330e-processor-3m-cache-2-13-ghz.html;BGA1288;;Mobile;i3-330E;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
47663;Core i3-330M Processor;i3-330M;https://ark.intel.com/content/www/us/en/ark/products/47663/intel-core-i3330m-processor-3m-cache-2-13-ghz.html;BGA1288;;Mobile;i3-330M;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
49021;Core i3-330UM Processor;i3-330UM;https://ark.intel.com/content/www/us/en/ark/products/49021/intel-core-i3330um-processor-3m-cache-1-20-ghz.html;BGA1288;;Mobile;i3-330UM;Discontinued;2010-04-01;True;64-bit;SSE4.1, SSE4.2
43529;Core i3-350M Processor;i3-350M;https://ark.intel.com/content/www/us/en/ark/products/43529/intel-core-i3350m-processor-3m-cache-2-26-ghz.html;BGA1288;;Mobile;i3-350M;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
50028;Core i3-380UM Processor;i3-380UM;https://ark.intel.com/content/www/us/en/ark/products/50028/intel-core-i3380um-processor-3m-cache-1-33-ghz.html;BGA1288;;Mobile;i3-380UM;Discontinued;2010-10-01;True;64-bit;SSE4.1, SSE4.2
52955;Core i3-390M Processor;i3-390M;https://ark.intel.com/content/www/us/en/ark/products/52955/intel-core-i3390m-processor-3m-cache-2-66-ghz.html;BGA1288;;Mobile;i3-390M;Discontinued;2011-01-01;True;64-bit;SSE4.1, SSE4.2
43537;Core i5-430M Processor;i5-430M;https://ark.intel.com/content/www/us/en/ark/products/43537/intel-core-i5430m-processor-3m-cache-2-26-ghz.html;BGA1288;;Mobile;i5-430M;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
49023;Core i5-430UM Processor;i5-430UM;https://ark.intel.com/content/www/us/en/ark/products/49023/intel-core-i5430um-processor-3m-cache-1-20-ghz.html;BGA1288;;Mobile;i5-430UM;Discontinued;2010-04-01;True;64-bit;SSE4.1, SSE4.2
50179;Core i5-460M Processor;i5-460M;https://ark.intel.com/content/www/us/en/ark/products/50179/intel-core-i5460m-processor-3m-cache-2-53-ghz.html;BGA1288;;Mobile;i5-460M;Discontinued;2010-07-01;True;64-bit;SSE4.1, SSE4.2
50026;Core i5-470UM Processor;i5-470UM;https://ark.intel.com/content/www/us/en/ark/products/50026/intel-core-i5470um-processor-3m-cache-1-33-ghz.html;BGA1288;;Mobile;i5-470UM;Discontinued;2010-10-01;True;64-bit;SSE4.1, SSE4.2
52952;Core i5-480M Processor;i5-480M;https://ark.intel.com/content/www/us/en/ark/products/52952/intel-core-i5480m-processor-3m-cache-2-66-ghz.html;BGA1288;;Mobile;i5-480M;Discontinued;2011-01-01;True;64-bit;SSE4.1, SSE4.2
47936;Core i5-520E Processor;i5-520E;https://ark.intel.com/content/www/us/en/ark/products/47936/intel-core-i5520e-processor-3m-cache-2-40-ghz.html;BGA1288;;Embedded;i5-520E;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
47341;Core i5-520M Processor;i5-520M;https://ark.intel.com/content/www/us/en/ark/products/47341/intel-core-i5520m-processor-3m-cache-2-40-ghz.html;BGA1288;;Mobile;i5-520M;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
47554;Core i5-520UM Processor;i5-520UM;https://ark.intel.com/content/www/us/en/ark/products/47554/intel-core-i5520um-processor-3m-cache-1-06-ghz.html;BGA1288;;Mobile;i5-520UM;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
43544;Core i5-540M Processor;i5-540M;https://ark.intel.com/content/www/us/en/ark/products/43544/intel-core-i5540m-processor-3m-cache-2-53-ghz.html;BGA1288;;Mobile;i5-540M;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
49159;Core i5-540UM Processor;i5-540UM;https://ark.intel.com/content/www/us/en/ark/products/49159/intel-core-i5540um-processor-3m-cache-1-20-ghz.html;BGA1288;;Mobile;i5-540UM;Discontinued;2010-04-01;True;64-bit;SSE4.1, SSE4.2
49653;Core i5-560M Processor;i5-560M;https://ark.intel.com/content/www/us/en/ark/products/49653/intel-core-i5560m-processor-3m-cache-2-66-ghz.html;BGA1288;;Mobile;i5-560M;Discontinued;2010-07-01;True;64-bit;SSE4.1, SSE4.2
49665;Core i5-560UM Processor;i5-560UM;https://ark.intel.com/content/www/us/en/ark/products/49665/intel-core-i5560um-processor-3m-cache-1-33-ghz.html;BGA1288;;Mobile;i5-560UM;Discontinued;2010-07-01;True;64-bit;SSE4.1, SSE4.2
49652;Core i5-580M Processor;i5-580M;https://ark.intel.com/content/www/us/en/ark/products/49652/intel-core-i5580m-processor-3m-cache-2-66-ghz.html;BGA1288;;Mobile;i5-580M;Discontinued;2010-07-01;True;64-bit;SSE4.1, SSE4.2
48139;Core i7-610E Processor;i7-610E;https://ark.intel.com/content/www/us/en/ark/products/48139/intel-core-i7610e-processor-4m-cache-2-53-ghz.html;BGA1288;;Mobile;i7-610E;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
47934;Core i7-620LE Processor;i7-620LE;https://ark.intel.com/content/www/us/en/ark/products/47934/intel-core-i7620le-processor-4m-cache-2-00-ghz.html;BGA1288;;Embedded;i7-620LE;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
43559;Core i7-620LM Processor;i7-620LM;https://ark.intel.com/content/www/us/en/ark/products/43559/intel-core-i7620lm-processor-4m-cache-2-00-ghz.html;BGA1288;;Mobile;i7-620LM;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
43560;Core i7-620M Processor;i7-620M;https://ark.intel.com/content/www/us/en/ark/products/43560/intel-core-i7620m-processor-4m-cache-2-66-ghz.html;BGA1288;;Mobile;i7-620M;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
47935;Core i7-620UE Processor;i7-620UE;https://ark.intel.com/content/www/us/en/ark/products/47935/intel-core-i7620ue-processor-4m-cache-1-06-ghz.html;BGA1288;;Embedded;i7-620UE;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
43562;Core i7-620UM Processor;i7-620UM;https://ark.intel.com/content/www/us/en/ark/products/43562/intel-core-i7620um-processor-4m-cache-1-06-ghz.html;BGA1288;;Mobile;i7-620UM;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
43563;Core i7-640LM Processor;i7-640LM;https://ark.intel.com/content/www/us/en/ark/products/43563/intel-core-i7640lm-processor-4m-cache-2-13-ghz.html;BGA1288;;Mobile;i7-640LM;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
49666;Core i7-640M Processor;i7-640M;https://ark.intel.com/content/www/us/en/ark/products/49666/intel-core-i7640m-processor-4m-cache-2-80-ghz.html;BGA1288;;Mobile;i7-640M;Discontinued;2010-07-01;True;64-bit;SSE4.1, SSE4.2
47700;Core i7-640UM Processor;i7-640UM;https://ark.intel.com/content/www/us/en/ark/products/47700/intel-core-i7640um-processor-4m-cache-1-20-ghz.html;BGA1288;;Mobile;i7-640UM;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
50022;Core i7-660UE Processor;i7-660UE;https://ark.intel.com/content/www/us/en/ark/products/50022/intel-core-i7660ue-processor-4m-cache-1-33-ghz.html;BGA1288;;Mobile;i7-660UE;Discontinued;2010-01-01;True;64-bit;SSE4.1, SSE4.2
49158;Core i7-660UM Processor;i7-660UM;https://ark.intel.com/content/www/us/en/ark/products/49158/intel-core-i7660um-processor-4m-cache-1-33-ghz.html;BGA1288;;Mobile;i7-660UM;Discontinued;2010-04-01;True;64-bit;SSE4.1, SSE4.2
49664;Core i7-680UM Processor;i7-680UM;https://ark.intel.com/content/www/us/en/ark/products/49664/intel-core-i7680um-processor-4m-cache-1-46-ghz.html;BGA1288;;Mobile;i7-680UM;Discontinued;2010-07-01;True;64-bit;SSE4.1, SSE4.2
48141;Celeron Processor P4505;P4505;https://ark.intel.com/content/www/us/en/ark/products/48141/intel-celeron-processor-p4505-2m-cache-1-86-ghz.html;BGA1288;;Mobile;P4505;Discontinued;2010-01-01;True;64-bit;
49157;Celeron Processor U3400;U3400;https://ark.intel.com/content/www/us/en/ark/products/49157/intel-celeron-processor-u3400-2m-cache-1-06-ghz.html;BGA1288;;Mobile;U3400;Discontinued;2010-04-01;True;64-bit;
50155;Celeron Processor U3405;U3405;https://ark.intel.com/content/www/us/en/ark/products/50155/intel-celeron-processor-u3405-2m-cache-1-07-ghz.html;BGA1288;;Mobile;U3405;Discontinued;2010-01-01;True;64-bit;
50030;Celeron Processor U3600;U3600;https://ark.intel.com/content/www/us/en/ark/products/50030/intel-celeron-processor-u3600-2m-cache-1-20-ghz.html;BGA1288;;Mobile;U3600;Discontinued;2011-01-01;True;64-bit;
49156;Pentium Processor U5400;U5400;https://ark.intel.com/content/www/us/en/ark/products/49156/intel-pentium-processor-u5400-3m-cache-1-20-ghz.html;BGA1288;;Mobile;U5400;Discontinued;2010-04-01;True;64-bit;
148964;Core i5-8305G Processor with Radeon Pro WX Vega M GL graphics;i5-8305G;https://ark.intel.com/content/www/us/en/ark/products/148964/intel-core-i58305g-processor-with-radeon-pro-wx-vega-m-gl-graphics-6m-cache-up-to-3-80-ghz.html;BGA2270;;Mobile;i5-8305G;Discontinued;2018-07-01;True;64-bit;SSE4.1, SSE4.2, AVX2
130411;Core i7-8705G Processor with Radeon RX Vega M GL graphics;i7-8705G;https://ark.intel.com/content/www/us/en/ark/products/130411/intel-core-i78705g-processor-with-radeon-rx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz.html;BGA2270;;Mobile;i7-8705G;Discontinued;2018-01-01;True;64-bit;SSE4.1, SSE4.2, AVX2
148963;Core i7-8706G Processor with Radeon Pro WX Vega M GL graphics;i7-8706G;https://ark.intel.com/content/www/us/en/ark/products/148963/intel-core-i78706g-processor-with-radeon-pro-wx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz.html;BGA2270;;Mobile;i7-8706G;Discontinued;2018-07-01;True;64-bit;SSE4.1, SSE4.2, AVX2
130407;Core i7-8709G Processor with Radeon RX Vega M GH graphics;i7-8709G;https://ark.intel.com/content/www/us/en/ark/products/130407/intel-core-i78709g-processor-with-radeon-rx-vega-m-gh-graphics-8m-cache-up-to-4-10-ghz.html;BGA2270;;Mobile;i7-8709G;Discontinued;2018-01-01;True;64-bit;SSE4.1, SSE4.2, AVX2
130409;Core i7-8809G Processor with Radeon RX Vega M GH graphics;i7-8809G;https://ark.intel.com/content/www/us/en/ark/products/130409/intel-core-i78809g-processor-with-radeon-rx-vega-m-gh-graphics-8m-cache-up-to-4-20-ghz.html;BGA2270;;Mobile;i7-8809G;Discontinued;2018-01-01;True;64-bit;SSE4.1, SSE4.2, AVX2
36750;Core 2 Duo Processor P7350;P7350;https://ark.intel.com/content/www/us/en/ark/products/36750/intel-core2-duo-processor-p7350-3m-cache-2-00-ghz-1066-mhz-fsb.html;BGA479;;Mobile;P7350;Discontinued;2008-07-01;True;64-bit;
35569;Core 2 Duo Processor P8400;P8400;https://ark.intel.com/content/www/us/en/ark/products/35569/intel-core2-duo-processor-p8400-3m-cache-2-26-ghz-1066-mhz-fsb.html;BGA479;;Mobile;P8400;Discontinued;2008-07-01;True;64-bit;
35568;Core 2 Duo Processor P8600;P8600;https://ark.intel.com/content/www/us/en/ark/products/35568/intel-core2-duo-processor-p8600-3m-cache-2-40-ghz-1066-mhz-fsb.html;BGA479;;Mobile;P8600;Discontinued;2008-07-01;True;64-bit;
37006;Core 2 Duo Processor P8700;P8700;https://ark.intel.com/content/www/us/en/ark/products/37006/intel-core2-duo-processor-p8700-3m-cache-2-53-ghz-1066-mhz-fsb.html;BGA479;;Mobile;P8700;Discontinued;2008-10-01;True;64-bit;
40380;Core 2 Duo Processor P8800;P8800;https://ark.intel.com/content/www/us/en/ark/products/40380/intel-core2-duo-processor-p8800-3m-cache-2-66-ghz-1066-mhz-fsb.html;BGA479;;Mobile;P8800;Discontinued;2009-04-01;True;64-bit;
35566;Core 2 Duo Processor P9500;P9500;https://ark.intel.com/content/www/us/en/ark/products/35566/intel-core2-duo-processor-p9500-6m-cache-2-53-ghz-1066-mhz-fsb.html;BGA479;;Mobile;P9500;Discontinued;2008-07-01;True;64-bit;
37258;Celeron Processor T3100;T3100;https://ark.intel.com/content/www/us/en/ark/products/37258/intel-celeron-processor-t3100-1m-cache-1-90-ghz-800-mhz-fsb.html;BGA479;;Mobile;T3100;Discontinued;2008-07-01;True;64-bit;
33916;Core 2 Duo Processor T8100;T8100;https://ark.intel.com/content/www/us/en/ark/products/33916/intel-core2-duo-processor-t8100-3m-cache-2-10-ghz-800-mhz-fsb.html;BGA479;;Mobile;T8100;Discontinued;2008-01-01;True;64-bit;
33099;Core 2 Duo Processor T8300;T8300;https://ark.intel.com/content/www/us/en/ark/products/33099/intel-core2-duo-processor-t8300-3m-cache-2-40-ghz-800-mhz-fsb.html;BGA479;;Mobile;T8300;Discontinued;2008-01-01;True;64-bit;
33917;Core 2 Duo Processor T9300;T9300;https://ark.intel.com/content/www/us/en/ark/products/33917/intel-core2-duo-processor-t9300-6m-cache-2-50-ghz-800-mhz-fsb.html;BGA479;;Mobile;T9300;Discontinued;2008-01-01;True;64-bit;
35562;Core 2 Duo Processor T9400;T9400;https://ark.intel.com/content/www/us/en/ark/products/35562/intel-core2-duo-processor-t9400-6m-cache-2-53-ghz-1066-mhz-fsb.html;BGA479;;Mobile;T9400;Discontinued;2008-07-01;True;64-bit;
33918;Core 2 Duo Processor T9500;T9500;https://ark.intel.com/content/www/us/en/ark/products/33918/intel-core2-duo-processor-t9500-6m-cache-2-60-ghz-800-mhz-fsb.html;BGA479;;Mobile;T9500;Discontinued;2008-01-01;True;64-bit;
37130;Core 2 Duo Processor T9550;T9550;https://ark.intel.com/content/www/us/en/ark/products/37130/intel-core2-duo-processor-t9550-6m-cache-2-66-ghz-1066-mhz-fsb.html;BGA479;;Mobile;T9550;Discontinued;2008-10-01;True;64-bit;
35563;Core 2 Duo Processor T9600;T9600;https://ark.intel.com/content/www/us/en/ark/products/35563/intel-core2-duo-processor-t9600-6m-cache-2-80-ghz-1066-mhz-fsb.html;BGA479;;Mobile;T9600;Discontinued;2008-07-01;True;64-bit;
37005;Core 2 Duo Processor T9800;T9800;https://ark.intel.com/content/www/us/en/ark/products/37005/intel-core2-duo-processor-t9800-6m-cache-2-93-ghz-1066-mhz-fsb.html;BGA479;;Mobile;T9800;Discontinued;2008-10-01;True;64-bit;
39312;Core 2 Duo Processor T9900;T9900;https://ark.intel.com/content/www/us/en/ark/products/39312/intel-core2-duo-processor-t9900-6m-cache-3-06-ghz-1066-mhz-fsb.html;BGA479;;Mobile;T9900;Discontinued;2009-04-01;True;64-bit;
36749;Celeron M Processor ULV 722;722;https://ark.intel.com/content/www/us/en/ark/products/36749/intel-celeron-m-processor-ulv-722-1m-cache-1-20-ghz-800-mhz-fsb.html;BGA956;;Mobile;722;Discontinued;2008-07-01;True;64-bit;
36685;Celeron M Processor ULV 723;723;https://ark.intel.com/content/www/us/en/ark/products/36685/intel-celeron-m-processor-ulv-723-1m-cache-1-20-ghz-800-mhz-fsb.html;BGA956;;Mobile;723;Discontinued;2008-07-01;True;64-bit;
37135;Celeron M Processor ULV 743;743;https://ark.intel.com/content/www/us/en/ark/products/37135/intel-celeron-m-processor-ulv-743-1m-cache-1-30-ghz-800-mhz-fsb.html;BGA956;;Mobile;743;Discontinued;2009-07-01;;64-bit;
36686;Core 2 Duo Processor SL9300;SL9300;https://ark.intel.com/content/www/us/en/ark/products/36686/intel-core2-duo-processor-sl9300-6m-cache-1-60-ghz-1066-mhz-fsb.html;BGA956;;Mobile;SL9300;Discontinued;2008-07-01;True;64-bit;
37210;Core 2 Duo Processor SL9380;SL9380;https://ark.intel.com/content/www/us/en/ark/products/37210/intel-core2-duo-processor-sl9380-6m-cache-1-80-ghz-800-mhz-fsb.html;BGA956;;Mobile;SL9380;Discontinued;2008-07-01;True;64-bit;
36689;Core 2 Duo Processor SL9400;SL9400;https://ark.intel.com/content/www/us/en/ark/products/36689/intel-core2-duo-processor-sl9400-6m-cache-1-86-ghz-1066-mhz-fsb.html;BGA956;;Mobile;SL9400;Discontinued;2008-07-01;True;64-bit;
37262;Core 2 Duo Processor SL9600;SL9600;https://ark.intel.com/content/www/us/en/ark/products/37262/intel-core2-duo-processor-sl9600-6m-cache-2-13-ghz-1066-mhz-fsb.html;BGA956;;Mobile;SL9600;Discontinued;2009-01-01;True;64-bit;
36691;Core 2 Duo Processor SP9300;SP9300;https://ark.intel.com/content/www/us/en/ark/products/36691/intel-core2-duo-processor-sp9300-6m-cache-2-26-ghz-1066-mhz-fsb.html;BGA956;;Mobile;SP9300;Discontinued;2008-07-01;True;64-bit;
36693;Core 2 Duo Processor SP9400;SP9400;https://ark.intel.com/content/www/us/en/ark/products/36693/intel-core2-duo-processor-sp9400-6m-cache-2-40-ghz-1066-mhz-fsb.html;BGA956;;Mobile;SP9400;Discontinued;2008-07-01;True;64-bit;
37260;Core 2 Duo Processor SP9600;SP9600;https://ark.intel.com/content/www/us/en/ark/products/37260/intel-core2-duo-processor-sp9600-6m-cache-2-53-ghz-1066-mhz-fsb.html;BGA956;;Mobile;SP9600;Discontinued;2009-01-01;True;64-bit;
42779;Celeron Processor SU2300;SU2300;https://ark.intel.com/content/www/us/en/ark/products/42779/intel-celeron-processor-su2300-1m-cache-1-20-ghz-800-mhz-fsb.html;BGA956;;Mobile;SU2300;Discontinued;2009-07-01;True;;
36728;Core 2 Solo Processor ULV SU3300;SU3300;https://ark.intel.com/content/www/us/en/ark/products/36728/intel-core2-solo-processor-ulv-su3300-3m-cache-1-20-ghz-800-mhz-fsb.html;BGA956;;Mobile;SU3300;Discontinued;2008-07-01;True;64-bit;
42113;Core 2 Solo Processor SU3500;SU3500;https://ark.intel.com/content/www/us/en/ark/products/42113/intel-core2-solo-processor-su3500-3m-cache-1-30-ghz-800-mhz-fsb.html;BGA956;;Mobile;SU3500;Discontinued;2009-04-01;True;64-bit;
36695;Core 2 Duo Processor SU9300;SU9300;https://ark.intel.com/content/www/us/en/ark/products/36695/intel-core2-duo-processor-su9300-3m-cache-1-20-ghz-800-mhz-fsb.html;BGA956;;Mobile;SU9300;Discontinued;2008-07-01;True;64-bit;
36697;Core 2 Duo Processor SU9400;SU9400;https://ark.intel.com/content/www/us/en/ark/products/36697/intel-core2-duo-processor-su9400-3m-cache-1-40-ghz-800-mhz-fsb.html;BGA956;;Mobile;SU9400;Discontinued;2008-07-01;True;64-bit;
37264;Core 2 Duo Processor SU9600;SU9600;https://ark.intel.com/content/www/us/en/ark/products/37264/intel-core2-duo-processor-su9600-3m-cache-1-60-ghz-800-mhz-fsb.html;BGA956;;Mobile;SU9600;Discontinued;2009-01-01;True;64-bit;
122590;Core i3-7020U Processor;i3-7020U;https://ark.intel.com/content/www/us/en/ark/products/122590/intel-core-i37020u-processor-3m-cache-2-30-ghz.html;FC-BGA1356;;Mobile;i3-7020U;Launched;2018-04-01;True;64-bit;SSE4.1, SSE4.2, AVX2
124967;Core i5-8250U Processor;i5-8250U;https://ark.intel.com/content/www/us/en/ark/products/124967/intel-core-i58250u-processor-6m-cache-up-to-3-40-ghz.html;FC-BGA1356;;Mobile;i5-8250U;Launched;2017-07-01;True;64-bit;SSE4.1, SSE4.2, AVX2
124969;Core i5-8350U Processor;i5-8350U;https://ark.intel.com/content/www/us/en/ark/products/124969/intel-core-i58350u-processor-6m-cache-up-to-3-60-ghz.html;FC-BGA1356;;Mobile;i5-8350U;Launched;2017-07-01;True;64-bit;SSE4.1, SSE4.2, AVX2
122589;Core i7-8550U Processor;i7-8550U;https://ark.intel.com/content/www/us/en/ark/products/122589/intel-core-i78550u-processor-8m-cache-up-to-4-00-ghz.html;FC-BGA1356;;Mobile;i7-8550U;Launched;2017-07-01;True;64-bit;SSE4.1, SSE4.2, AVX2
124968;Core i7-8650U Processor;i7-8650U;https://ark.intel.com/content/www/us/en/ark/products/124968/intel-core-i78650u-processor-8m-cache-up-to-4-20-ghz.html;FC-BGA1356;;Mobile;i7-8650U;Launched;2017-07-01;True;64-bit;SSE4.1, SSE4.2, AVX2
202778;Core i3-L13G4 Processor;i3-L13G4;https://ark.intel.com/content/www/us/en/ark/products/202778/intel-core-i3l13g4-processor-4m-cache-up-to-2-8ghz.html;FC-CSP1016;;Mobile;i3-L13G4;Launched;2020-04-01;True;64-bit;SSE4.1, SSE4.2
202777;Core i5-L16G7 Processor;i5-L16G7;https://ark.intel.com/content/www/us/en/ark/products/202777/intel-core-i5l16g7-processor-4m-cache-up-to-3-0ghz.html;FC-CSP1016;;Mobile;i5-L16G7;Launched;2020-04-01;True;64-bit;SSE4.1, SSE4.2
75203;Atom Processor Z2520;Z2520;https://ark.intel.com/content/www/us/en/ark/products/75203/intel-atom-processor-z2520-1m-cache-1-20-ghz.html;FC-MB4760;;Mobile;Z2520;Discontinued;2013-04-01;;32-bit;SSE2, SSE3, SSSE3
70101;Atom Processor Z2560;Z2560;https://ark.intel.com/content/www/us/en/ark/products/70101/intel-atom-processor-z2560-1m-cache-1-60-ghz.html;FC-MB4760;;Mobile;Z2560;Discontinued;2013-04-01;;32-bit;SSE2, SSE3, SSSE3
70100;Atom Processor Z2580;Z2580;https://ark.intel.com/content/www/us/en/ark/products/70100/intel-atom-processor-z2580-1m-cache-2-00-ghz.html;FC-MB4760;;Mobile;Z2580;Discontinued;2013-04-01;;32-bit;SSE2, SSE3, SSSE3
70105;Atom Processor Z2760;Z2760;https://ark.intel.com/content/www/us/en/ark/products/70105/intel-atom-processor-z2760-1m-cache-1-80-ghz.html;FC-MB4760;;Mobile;Z2760;Discontinued;2012-07-01;;32-bit;
70103;Atom Processor Z3460;Z3460;https://ark.intel.com/content/www/us/en/ark/products/70103/intel-atom-processor-z3460-1m-cache-up-to-1-60-ghz.html;FC-MB5796;;Mobile;Z3460;Discontinued;2014-01-01;True;64-bit;SSE2, SSE3, SSSE3, SSE4.1, SSE4.2
70102;Atom Processor Z3480;Z3480;https://ark.intel.com/content/www/us/en/ark/products/70102/intel-atom-processor-z3480-1m-cache-up-to-2-13-ghz.html;FC-MB5796;;Mobile;Z3480;Discontinued;2014-01-01;True;64-bit;SSE2, SSE3, SSSE3, SSE4.1, SSE4.2
84072;Atom Processor Z3530;Z3530;https://ark.intel.com/content/www/us/en/ark/products/84072/intel-atom-processor-z3530-2m-cache-up-to-1-33-ghz.html;FC-MB5T1064;;Mobile;Z3530;Discontinued;2014-04-01;True;64-bit;SSE2, SSE3, SSSE3, SSE4.1, SSE4.2
72061;Celeron Processor 1007U;1007U;https://ark.intel.com/content/www/us/en/ark/products/72061/intel-celeron-processor-1007u-2m-cache-1-50-ghz.html;FCBGA1023;;Mobile;1007U;Discontinued;2013-01-01;True;64-bit;SSE4.1, SSE4.2
75192;Celeron Processor 1017U;1017U;https://ark.intel.com/content/www/us/en/ark/products/75192/intel-celeron-processor-1017u-2m-cache-1-60-ghz.html;FCBGA1023;;Mobile;1017U;Discontinued;2013-07-01;True;64-bit;SSE4.1, SSE4.2
75102;Celeron Processor 1019Y;1019Y;https://ark.intel.com/content/www/us/en/ark/products/75102/intel-celeron-processor-1019y-2m-cache-1-00-ghz.html;FCBGA1023;;Mobile;1019Y;Discontinued;2013-04-01;True;64-bit;SSE4.1, SSE4.2
74344;Celeron Processor 1020E;1020E;https://ark.intel.com/content/www/us/en/ark/products/74344/intel-celeron-processor-1020e-2m-cache-2-20-ghz.html;FCBGA1023;;Embedded;1020E;Launched;2013-01-01;True;64-bit;SSE4.1, SSE4.2
71995;Celeron Processor 1037U;1037U;https://ark.intel.com/content/www/us/en/ark/products/71995/intel-celeron-processor-1037u-2m-cache-1-80-ghz.html;FCBGA1023;;Mobile;1037U;Discontinued;2013-01-01;True;64-bit;SSE4.1, SSE4.2
74345;Celeron Processor 1047UE;1047UE;https://ark.intel.com/content/www/us/en/ark/products/74345/intel-celeron-processor-1047ue-2m-cache-1-40-ghz.html;FCBGA1023;;Embedded;1047UE;Launched;2013-01-01;True;64-bit;
71469;Pentium Processor 2117U;2117U;https://ark.intel.com/content/www/us/en/ark/products/71469/intel-pentium-processor-2117u-2m-cache-1-80-ghz.html;FCBGA1023;;Mobile;2117U;Discontinued;2012-07-01;True;64-bit;SSE4.1, SSE4.2
75191;Pentium Processor 2127U;2127U;https://ark.intel.com/content/www/us/en/ark/products/75191/intel-pentium-processor-2127u-2m-cache-1-90-ghz.html;FCBGA1023;;Mobile;2127U;Discontinued;2013-07-01;True;64-bit;SSE4.1, SSE4.2
72016;Pentium Processor 2129Y;2129Y;https://ark.intel.com/content/www/us/en/ark/products/72016/intel-pentium-processor-2129y-2m-cache-1-10-ghz.html;FCBGA1023;;Mobile;2129Y;Discontinued;2013-01-01;True;64-bit;SSE4.1, SSE4.2
67818;Celeron Processor 807;807;https://ark.intel.com/content/www/us/en/ark/products/67818/intel-celeron-processor-807-1-5m-cache-1-50-ghz.html;FCBGA1023;;Mobile;807;Discontinued;2012-04-01;True;64-bit;SSE4.1, SSE4.2
63572;Celeron Processor 807UE;807UE;https://ark.intel.com/content/www/us/en/ark/products/63572/intel-celeron-processor-807ue-1m-cache-1-00-ghz.html;FCBGA1023;;Embedded;807UE;Discontinued;2011-10-01;True;64-bit;
55770;Celeron Processor 827E;827E;https://ark.intel.com/content/www/us/en/ark/products/55770/intel-celeron-processor-827e-1-5m-cache-1-40-ghz.html;FCBGA1023;;Embedded;827E;Discontinued;2011-07-01;True;64-bit;
56056;Celeron Processor 847;847;https://ark.intel.com/content/www/us/en/ark/products/56056/intel-celeron-processor-847-2m-cache-1-10-ghz.html;FCBGA1023;;Mobile;847;Discontinued;2011-04-01;True;64-bit;SSE4.1, SSE4.2
55764;Celeron Processor 847E;847E;https://ark.intel.com/content/www/us/en/ark/products/55764/intel-celeron-processor-847e-2m-cache-1-10-ghz.html;FCBGA1023;;Embedded;847E;Discontinued;2011-04-01;True;64-bit;
69361;Celeron Processor 887;887;https://ark.intel.com/content/www/us/en/ark/products/69361/intel-celeron-processor-887-2m-cache-1-50-ghz.html;FCBGA1023;;Mobile;887;Discontinued;2012-07-01;True;64-bit;SSE4.1, SSE4.2
74346;Celeron Processor 927UE;927UE;https://ark.intel.com/content/www/us/en/ark/products/74346/intel-celeron-processor-927ue-1m-cache-1-50-ghz.html;FCBGA1023;;Embedded;927UE;Launched;2013-01-01;True;;
55628;Pentium Processor 957;957;https://ark.intel.com/content/www/us/en/ark/products/55628/intel-pentium-processor-957-2m-cache-1-20-ghz.html;FCBGA1023;;Mobile;957;Discontinued;2011-04-01;True;64-bit;SSE4.1, SSE4.2
63916;Pentium Processor 977;977;https://ark.intel.com/content/www/us/en/ark/products/63916/intel-pentium-processor-977-2m-cache-1-40-ghz.html;FCBGA1023;;Mobile;977;Discontinued;2012-01-01;True;64-bit;SSE4.1, SSE4.2
67194;Pentium Processor 987;987;https://ark.intel.com/content/www/us/en/ark/products/67194/intel-pentium-processor-987-2m-cache-1-50-ghz.html;FCBGA1023;;Mobile;987;Discontinued;2012-07-01;True;64-bit;SSE4.1, SSE4.2
69360;Pentium Processor 997;997;https://ark.intel.com/content/www/us/en/ark/products/69360/intel-pentium-processor-997-2m-cache-1-60-ghz.html;FCBGA1023;;Mobile;997;Discontinued;2012-07-01;True;64-bit;SSE4.1, SSE4.2
