GPU,CNT
"""ATI    Class 4 ATI Technologies Inc. Radeon R7 250""",19
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 560 SE/PCIe/SSE2""",18
"""MISC   Class 2 X.Org AMD CEDAR (DRM 2.50.0 / 5.13.0-27-generic, LLVM 12.0.0)""",18
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7500/7600 Series""",18
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 3 Graphics (RAVEN2, DRM 3.35.0, 5.4.0-99-generic, LLVM 12.0.0)""",18
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8650G + 8500M Dual Graphics""",18
"""NVIDIA Class 2 NVIDIA Corporation GeForce RTX 2060/PCIe/SSE2""",18
"""INTEL  Class -1 Intel Intel(R) Iris(R) Xe Graphics""",18
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 620M/PCIe/SSE2""",18
"""ATI    Class 5 ATI Technologies Inc. Radeon Pro WX 4100""",18
"""NVIDIA Class 2 NVIDIA Corporation GeForce 410M/PCIe/SSE2""",18
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 580M/PCIe/SSE2""",18
"""NVIDIA Class -1 NVIDIA Corporation NVIDIA GeForce RTX 2060 SUPER/PCIe/SSE2""",18
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7800 Series""",18
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 2600 PRO OpenGL Engine""",18
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.42.0, 5.15.22-xanmod1-tt-1, LLVM 13.0.0)""",18
"""MISC   Class 5 AMD AMD Radeon RX 550 Series (POLARIS11, DRM 3.42.0, 5.15.19-2-rt29-MANJARO, LLVM 13.0.0)""",18
"""MISC   Class 5 AMD AMD Radeon RX 6700 XT (NAVY_FLOUNDER, DRM 3.44.0, 5.16.2-1-MANJARO, LLVM 13.0.0)""",18
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 755M/PCIe/SSE2""",18
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 750 Ti/PCIe/SSE2""",18
"""NVIDIA Class 1 NVIDIA Corporation GeForce GT 640M/PCIe/SSE2""",18
"""NVIDIA Class 4 NVIDIA Corporation GeForce RTX 2080 SUPER/PCIe/SSE2""",18
"""MISC   Class 3 X.Org AMD TURKS (DRM 2.50.0 / 5.13.0-28-generic, LLVM 13.0.0)""",18
"""MISC   Class 5 X.Org AMD RENOIR (DRM 3.42.0, 5.15.0-10.1-liquorix-amd64, LLVM 11.0.1)""",18
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon Cypress PRO Prototype OpenGL Engine""",18
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 435M/PCIe/SSE2""",18
"""MISC   Class 5 X.Org AMD Radeon (TM) RX 480 Graphics (POLARIS10, DRM 3.27.0, 4.19.0-18-amd64, LLVM 7.0.1)""",18
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA GeForce GTX 850A/PCIe/SSE2""",18
"""NVIDIA Class 1 NVIDIA Corporation Quadro FX 770M/PCI/SSE2""",18
"""MISC   Class 5 AMD AMD Radeon RX 570 Series (POLARIS10, DRM 3.44.0, 5.16.5-arch1-1, LLVM 13.0.0)""",18
"""NVIDIA Class 4 NVIDIA Corporation Quadro P520/PCIe/SSE2""",18
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon Pro 455""",18
"""MISC   Class 5 X.Org AMD JUNIPER (DRM 2.50.0 / 5.4.0-100-generic, LLVM 12.0.0)""",18
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 3600 Series""",18
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7500M/7600M Series""",18
"""MISC   Class 3 X.Org AMD PALM (DRM 2.50.0 / 5.4.0-99-generic, LLVM 12.0.0)""",18
"""ATI    Class 0 ATI Technologies Inc. AMD 15DD Graphics""",18
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) Pro Graphics""",18
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 650 Ti/PCIe/SSE2""",18
"""MISC   Class 5 X.Org AMD CYPRESS (DRM 2.50.0 / 5.4.0-97-generic, LLVM 12.0.0)""",18
"""MISC   Class 5 AMD AMD Radeon RX 6800 XT (SIENNA_CICHLID, DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",17
"""INTEL  Class 2 Intel Intel(R) HD Graphics 630""",17
"""NVIDIA Class 2 NVIDIA Corporation Quadro FX 380/PCIe/SSE2""",17
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.0-1-amd64, LLVM 12.0.1)""",17
"""ATI    Class 2 ATI Technologies Inc. ATI Mobility Radeon HD 3650""",17
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) R5 M420""",17
"""MISC   Class 3 AMD AMD CARRIZO (DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.1)""",17
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.44.0, 5.16.9-arch1-1, LLVM 13.0.1)""",17
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 3 Graphics (RAVEN, DRM 3.35.0, 5.4.0-100-generic, LLVM 12.0.0)""",17
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 2600 Pro""",17
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.42.0, 5.15.23-76051523-generic, LLVM 12.0.1)""",17
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce MX110/PCIe/SSE2""",17
"""MISC   Class 5 X.Org AMD JUNIPER (DRM 2.50.0 / 5.4.0-99-generic, LLVM 12.0.0)""",17
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R8 M365DX""",17
"""MISC   Class 5 AMD AMD Radeon RX 590 Series (polaris10, LLVM 13.0.0, DRM 3.44, 5.17.0-rc3+)""",17
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.44.0, 5.16.8-zen1-1-zen, LLVM 13.0.0)""",17
"""MISC   Class 3 X.Org AMD KAVERI (DRM 2.50.0, 4.15.0-167-generic, LLVM 10.0.0)""",17
"""MISC   Class 5 X.Org AMD CAYMAN (DRM 2.50.0 / 5.4.0-97-generic, LLVM 12.0.0)""",17
"""ATI    Class 5 ATI Technologies Inc. AMD FirePro D500 (FireGL V)""",17
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon 3000 Graphics""",17
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6370M""",17
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.44.0, 5.16.8-arch1-1, LLVM 13.0.0)""",17
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) RX 460""",17
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 680/PCIe/SSE2""",17
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.5-arch1-1, LLVM 13.0.0)""",17
"""ATI    Class 4 ATI Technologies Inc. Radeon RX 5500M""",17
"""ATI    Class 3 ATI Technologies Inc. Radeon(TM) 535""",17
"""MISC   Class 4 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.23.0, 4.15.0-167-generic, LLVM 10.0.0)""",17
"""NVIDIA Class 1 NVIDIA Corporation GeForce 8400M GS/PCIe/SSE2""",17
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 550 Ti/PCIe/SSE2""",17
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 130M/PCIe/SSE2""",17
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8870M""",17
"""MISC   Class 1 X.Org AMD RV710 (DRM 2.50.0 / 5.4.0-97-generic, LLVM 10.0.0)""",17
"""MISC   Class 5 X.Org AMD CYPRESS (DRM 2.50.0 / 4.15.0-169-generic, LLVM 10.0.0)""",17
"""MISC   Class 3 AMD AMD CARRIZO (DRM 3.44.0, 5.16.9-051609-generic, LLVM 13.0.0)""",17
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7600M Series""",17
"""MISC   Class 5 AMD AMD Radeon Vega 11 Graphics (RAVEN, DRM 3.42.0, 5.15.19-1-MANJARO, LLVM 13.0.0)""",17
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon R7 250 Series""",17
"""INTEL  Class 0 Intel Intel(R) HD Graphics 4400""",16
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 3 Graphics (RAVEN2, DRM 3.41.0, 5.13.0-28-generic, LLVM 12.0.0)""",16
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 220/PCIe/SSE2""",16
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce GTX 750 Ti/PCIe/SSE2""",16
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 3870 X2""",16
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.19.0, 4.14.262-1-MANJARO, LLVM 13.0.0)""",16
"""NVIDIA Class 2 NVIDIA Corporation Quadro 2000M/PCIe/SSE2""",16
"""NVIDIA Class -1 NVIDIA Corporation NVIDIA GeForce RTX 3070/PCIe/SSE2""",16
"""MISC   Class 5 nouveau NV134""",16
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) HD8570""",16
"""ATI    Class 4 ATI Technologies Inc. AMD FirePro W6150M""",16
"""MISC   Class 5 X.Org Radeon RX 570 Series (POLARIS10, DRM 3.35.0, 5.4.0-96-generic, LLVM 9.0.0)""",16
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.35.0, 5.4.0-100-generic, LLVM 12.0.0)""",16
"""MISC   Class 3 X.Org AMD CAICOS (DRM 2.50.0 / 5.14.0-4mx-amd64, LLVM 12.0.1)""",16
"""MISC   Class 3 AMD AMD CARRIZO (DRM 3.44.0, 5.16.8-051608-generic, LLVM 13.0.0)""",16
"""ATI    Class 3 ATI Technologies Inc. AMD 15D8:DA""",16
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 660/PCIe/SSE2""",16
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8500M Series""",16
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.0)""",16
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R7 Series""",16
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 1050/PCIe/SSE2""",16
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.43.0, 5.4.0-97-generic, LLVM 12.0.1)""",16
"""ATI    Class 5 ATI Technologies Inc. ASUS EAH5770 Series""",16
"""INTEL  Class 4 Intel Intel(R) Iris(R) Xe MAX Graphics""",16
"""INTEL  Class 4 Intel Mesa Intel(R) Iris(R) Graphics 540 (SKL GT3)""",16
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (navi10, LLVM 13.0.1, DRM 3.41, 5.13.0-30-generic)""",16
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.42.0, 5.15.0-2-amd64, LLVM 12.0.1)""",16
"""MISC   Class 5 AMD AMD Radeon RX 550 / 550 Series (POLARIS12, DRM 3.44.0, 5.16.4-1119.native, LLVM 11.1.0)""",16
"""NVIDIA Class 3 NVIDIA Corporation Quadro FX GRID K160Q/PCI/SSE2""",16
"""INTEL  Class 2 Intel Mesa Intel(R) UHD Graphics 620 (KBL GT2)""",16
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce RTX 3060/PCIe/SSE2""",16
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon HD 6750""",16
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 760M/PCIe/SSE2""",16
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 650 Ti/PCIe/SSE2""",16
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 430/PCI/SSE2""",16
"""NVIDIA Class 1 NVIDIA Corporation GeForce 7900 GS/PCIe/SSE2""",16
"""MISC   Class 5 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.42.0, 5.15.15-76051515-generic, LLVM 12.0.1)""",16
"""MISC   Class 5 AMD AMD Radeon (TM) RX 480 Graphics (POLARIS10, DRM 3.35.0, 5.4.0-100-generic, LLVM 13.0.0)""",16
"""MISC   Class 5 AMD AMD Radeon VII (VEGA20, DRM 3.44.0, 5.16.7-xanmod1, LLVM 11.0.1)""",16
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 3 Graphics (RAVEN2, DRM 3.35.0, 5.4.0-100-generic, LLVM 12.0.0)""",16
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (navi10, LLVM 13.0.1, DRM 3.44, 5.13.0-30-generic)""",16
"""MISC   Class 5 AMD Radeon RX 550 Series (POLARIS11, DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.0)""",16
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) R7 M440""",16
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 3 Graphics (RAVEN2, DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.0)""",16
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (navi10, LLVM 13.0.1, DRM 3.44, 5.13.0-30-lowlatency)""",16
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 660/PCIe/SSE2""",16
"""MISC   Class 1 X.Org AMD RV710 (DRM 2.50.0 / 5.4.0-99-generic, LLVM 10.0.0)""",16
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.98-1-MANJARO, LLVM 13.0.0)""",16
"""ATI    Class 0 ATI Technologies Inc. AMD 15D8:CC""",15
"""MISC   Class 3 AMD AMD CARRIZO (DRM 3.41.0, 5.13.0-30-lowlatency, LLVM 12.0.0)""",15
"""ATI    Class 3 ATI Technologies Inc. Radeon RX 580 Series""",15
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.8-arch1-1, LLVM 13.0.0)""",15
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.16.7-1-MANJARO, LLVM 12.0.1)""",15
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.42.0, 5.14.0-1023-oem, LLVM 12.0.0)""",15
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 1060/PCIe/SSE2""",15
"""NVIDIA Class 2 NVIDIA Corporation NVS 310/PCIe/SSE2""",15
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7640G + 7400M Dual Graphics""",15
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.16.9-2-MANJARO, LLVM 12.0.1)""",15
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 420M/PCIe/SSE2""",15
"""MISC   Class 5 AMD Radeon RX 590 Series (POLARIS10, DRM 3.35.0, 5.4.0-99-generic, LLVM 12.0.0)""",15
"""ATI    Class 5 ATI Technologies Inc. ATI FirePro V5800 (FireGL) Graphics Adapter""",15
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R5 M435""",15
"""MISC   Class 5 AMD AMD Radeon RX 550 / 550 Series (POLARIS12, DRM 3.44.0, 5.16.9-1125.native, LLVM 13.0.0)""",15
"""NVIDIA Class 4 NVIDIA Corporation GeForce 8600 GTS/PCIe/SSE2""",15
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.41.0, 5.4.0-100-generic, LLVM 12.0.0)""",15
"""MISC   Class 3 AMD AMD KAVERI (DRM 2.50.0, 5.13.0-27-generic, LLVM 12.0.0)""",15
"""INTEL  Class 5 Intel Intel(R) Iris(R) Plus Graphics 645""",15
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.11.0-49-generic, LLVM 13.0.0)""",15
"""NVIDIA Class 4 NVIDIA Corporation GeForce RTX 3050 Laptop GPU/PCIe/SSE2""",15
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics (CHV)""",15
"""INTEL  Class 2 Intel Mesa Intel(R) UHD Graphics (ICL GT1)""",15
"""MISC   Class 5 AMD Radeon RX550/550 Series (POLARIS12, DRM 3.35.0, 5.4.0-99-generic, LLVM 12.0.0)""",15
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 1650/PCIe/SSE2""",15
"""ATI    Class -1 ATI Technologies Inc. Radeon RX 570 Series""",15
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 6410D""",15
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 1660 SUPER/PCIe/SSE2""",15
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 340""",15
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 650 Ti/PCIe/SSE2""",15
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) RX Vega11 Graphics""",15
"""MISC   Class 5 AMD AMD Radeon (TM) R9 Fury Series (FIJI, DRM 3.41.0, 5.13.0-28-generic, LLVM 12.0.1)""",15
"""MISC   Class 5 X.Org Radeon RX 590 Series (POLARIS10, DRM 3.35.0, 5.4.0-100-generic, LLVM 9.0.1)""",15
"""NVIDIA Class 0 NVIDIA Corporation GeForce MX230/PCIe/SSE2""",15
"""NVIDIA Class 3 NVIDIA Corporation GeForce 8600M GT/PCIe/SSE2""",15
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon RX 6600 XT""",15
"""INTEL  Class 0 Intel Intel(R) HD Graphics 620""",15
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 610/PCIe/SSE2/3DNOW!""",15
"""MISC   Class 5 AMD AMD BONAIRE (DRM 2.50.0, 5.10.0-11-amd64, LLVM 12.0.1)""",15
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7700 Series""",15
"""MISC   Class 3 AMD AMD CARRIZO (DRM 3.35.0, 5.4.0-100-generic, LLVM 12.0.0)""",15
"""ATI    Class 4 ATI Technologies Inc. AMD RADEON R9 M390""",15
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R9 M370X""",15
"""ATI    Class 3 ATI Technologies Inc. Radeon RX 570 Series""",15
"""MISC   Class 2 AMD AMD KABINI (DRM 2.50.0, 5.14.21-150400.3-default, LLVM 11.0.1)""",15
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7290 Graphics""",15
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 560M/PCIe/SSE2""",15
"""MISC   Class 3 AMD AMD CARRIZO (LLVM 13.0.0, DRM 3.41, 5.13.0-27-generic)""",15
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 1070 with Max-Q Design/PCIe/SSE2""",15
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6530D Graphics""",14
"""MISC   Class 2 AMD AMD KABINI (DRM 2.50.0, 5.13.0-28-generic, LLVM 12.0.0)""",14
"""MISC   Class 5 AMD AMD Radeon R9 200 Series (TONGA, DRM 3.42.0, 5.15.3, LLVM 13.0.0)""",14
"""INTEL  Class 2 Intel Mesa Intel(R) HD Graphics 4600 (HSW GT2)""",14
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.16.9-1-MANJARO, LLVM 12.0.1)""",14
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",14
"""MISC   Class 5 AMD AMD Radeon RX 6800 XT (SIENNA_CICHLID, DRM 3.44.0, 5.16.2-arch1-1, LLVM 13.0.0)""",14
"""NVIDIA Class -1 NVIDIA Corporation NVIDIA GeForce GTX 1050/PCIe/SSE2""",14
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6320 Graphic""",14
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.0)""",14
"""MISC   Class 3 X.Org AMD PALM (DRM 2.50.0 / 5.4.0-100-generic, LLVM 12.0.0)""",14
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R9 M275""",14
"""MISC   Class 5 AMD Radeon RX550/550 Series (POLARIS12, DRM 3.41.0, 5.13.0-28-generic, LLVM 12.0.1)""",14
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 1080/PCIe/SSE2""",14
"""MISC   Class 5 AMD AMD Radeon VII (VEGA20, DRM 3.44.0, 5.16.8-xanmod1, LLVM 11.0.1)""",14
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.43.0, 5.4.0-99-generic, LLVM 12.0.1)""",14
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon(TM) R3 Graphics""",14
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.37.0, 5.7.8-050708-generic, LLVM 12.0.0)""",14
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce GTX 650 Ti/PCIe/SSE2""",14
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.42.0, 5.15.21-1-MANJARO, LLVM 13.0.0)""",14
"""NVIDIA Class 4 NVIDIA Corporation GeForce RTX 2070 SUPER/PCIe/SSE2""",14
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8730M""",14
"""MISC   Class 3 X.Org AMD RAVEN (DRM 3.40.0, 5.12.12-1.g0e46a2c-default, LLVM 7.0.1)""",14
"""NVIDIA Class 0 NVIDIA Corporation NVIDIA GeForce RTX 2060/PCIe/SSE2""",14
"""NVIDIA Class 3 NVIDIA Corporation GeForce 315/PCIe/SSE2""",14
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8410G""",14
"""MISC   Class 5 AMD AMD Radeon RX 6800 (SIENNA_CICHLID, DRM 3.42.0, 5.15.21-1-MANJARO, LLVM 13.0.0)""",14
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (navi10, LLVM 13.0.1, DRM 3.44, 5.16.5)""",14
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 1060 with Max-Q Design/PCIe/SSE2""",14
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 520 (SKL GT2)""",14
"""ATI    Class 4 ATI Technologies Inc. Radeon (TM) RX 480 Graphics""",14
"""NVIDIA Class 2 NVIDIA Corporation Quadro 1000M/PCIe/SSE2""",14
"""MISC   Class 5 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.23.0, 4.15.0-166-generic, LLVM 10.0.0)""",14
"""NVIDIA Class 1 NVIDIA Corporation GeForce 7000M / nForce 610M/PCI/SSE2/3DNOW!""",14
"""NVIDIA Class 1 NVIDIA Corporation NVIDIA GeForce 840M/PCIe/SSE2""",14
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon HD 6900 Series """,14
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.42.0, 5.14.1-gentoo-x86_64, LLVM 12.0.0)""",14
"""MISC   Class 5 Parallels and Apple Parallels using Apple M1 (Compat)""",14
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA GeForce GTX TITAN Z/PCIe/SSE2""",14
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 2600 XT""",14
"""MISC   Class 5 X.Org AMD BARTS (DRM 2.50.0 / 5.14.0-1022-oem, LLVM 12.0.0)""",14
"""ATI    Class 1 ATI Technologies Inc. AMD Mobility Radeon HD 5000 Series""",14
"""INTEL  Class 3 Intel Mesa Intel(R) HD Graphics 6000 (BDW GT3)""",14
"""NVIDIA Class 3 NVIDIA Corporation Quadro P4200/PCIe/SSE2""",13
"""MISC   Class 1 Mesa/X.org llvmpipe (LLVM 12.0.0, 256 bits)""",13
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.42.0, 5.15.21-xanmod1-tt-1, LLVM 13.0.0)""",13
"""MISC   Class 3 X.Org AMD PALM (DRM 2.50.0 / 5.10.93-1-MANJARO, LLVM 13.0.0)""",13
"""ATI    Class 2 ATI Technologies Inc. Radeon 530 Series""",13
"""ATI    Class 3 ATI Technologies Inc. AMD Firepro M4100""",13
"""MISC   Class 5 X.Org AMD CYPRESS (DRM 2.50.0 / 5.14.0-1020-oem, LLVM 12.0.0)""",13
"""NVIDIA Class 0 NVIDIA Corporation NVIDIA GeForce GTX 1650/PCIe/SSE2""",13
"""ATI    Class 5 ATI Technologies Inc. Radeon Pro 580X""",13
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R2""",13
"""NVIDIA Class 4 NVIDIA Corporation GeForce 9600 GSO/PCIe/SSE2""",13
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.41.0, 5.13.0-28-generic, LLVM 12.0.0)""",13
"""MISC   Class 5 X.Org Radeon RX Vega (VEGA10, DRM 3.41.0, 5.4.0-97-generic, LLVM 10.0.0)""",13
"""ATI    Class 4 ATI Technologies Inc. Radeon RX 460 Series""",13
"""NVIDIA Class -1 NVIDIA Corporation GeForce RTX 2060 SUPER/PCIe/SSE2""",13
"""NVIDIA Class 3 NVIDIA GTX 770""",13
"""MISC   Class 5 AMD AMD Radeon RX 5500 XT (navi14, LLVM 13.0.1, DRM 3.41, 5.13.0-28-generic)""",13
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) Pro WX 3200 Graphics""",13
"""NVIDIA Class 0 NVIDIA Corporation Quadro K1000M/PCIe/SSE2""",13
"""INTEL  Class 4 Intel Mesa Intel(R) Iris(R) Pro Graphics 580 (SKL GT4)""",13
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.35.0, 5.4.0-100-generic, LLVM 12.0.0)""",13
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 640M/PCIe/SSE2""",13
"""MISC   Class 5 AMD AMD Radeon RX 5600 XT (navi10, LLVM 13.0.0, DRM 3.35, 5.4.0-94-generic)""",13
"""NVIDIA Class 3 NVIDIA Corporation GeForce 930A/PCIe/SSE2""",13
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.44.0, 5.16.8-1-default, LLVM 13.0.1)""",13
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R9 370""",13
"""NVIDIA Class -1 NVIDIA Corporation NVIDIA GeForce RTX 3080/PCIe/SSE2""",13
"""MISC   Class 1 X.Org AMD RS880 (DRM 2.50.0 / 5.13.0-30-generic, LLVM 12.0.0)""",13
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.40.0, 5.10.0-10-amd64, LLVM 11.0.1)""",13
"""NVIDIA Class 3 NVIDIA Corporation GeForce RTX 2070/PCIe/SSE2""",13
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.41.0, 5.13.0-29-lowlatency, LLVM 12.0.1)""",13
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6300M Series""",13
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 675MX/PCIe/SSE2""",13
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6310 Graphics                 """,13
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 450""",13
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon HD 3450""",13
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA Quadro P5000 OpenGL Engine""",13
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 5570""",13
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8210""",13
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 6450""",13
