GPU,CNT
"""MISC   Class 5 AMD AMD Radeon RX 5600 XT (NAVI10, DRM 3.40.0, 5.10.0-1-amd64, LLVM 11.0.1)""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon X1200""",2
"""NVIDIA Class 4 NVIDIA Corporation Quadro K4200/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon (TM) RX 480 Graphics (POLARIS10, DRM 3.40.0, 5.10.7-gentoo, LLVM 11.0.1)""",2
"""MISC   Class 3 AMD AMD KAVERI (DRM 2.50.0, 5.4.0-65-generic, LLVM 11.0.0)""",2
"""MISC   Class 5 nouveau NV166""",2
"""NVIDIA Class 2 NVIDIA Corporation Quadro P520/PCIe/SSE2""",2
"""MISC   Class 2 AMD AMD KABINI (DRM 2.50.0, 5.8.0-43-generic, LLVM 11.0.1)""",2
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 560M/PCIe/SSE2""",2
"""MISC   Class 3 AMD AMD RENOIR (DRM 3.40.0, 5.10.16-1-default, LLVM 11.0.1)""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 680/PCIe/SSE2""",2
"""MISC   Class 5 X.Org AMD BARTS (DRM 2.50.0 / 5.4.0-65-generic, LLVM 11.0.0)""",2
"""MISC   Class 5 X.Org AMD Radeon RX 5700 XT (NAVI10, DRM 3.35.0, 5.4.0-66-generic, LLVM 11.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.40.0, 5.11.1-zen1-1-zen, LLVM 11.1.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 830A/PCIe/SSE2""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R7 M260X""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 6670""",2
"""MISC   Class 5 AMD AMD Radeon (TM) RX 480 Graphics (POLARIS10, DRM 3.40.0, 5.10.15-1-MANJARO, LLVM 11.0.1)""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 520M/PCIe/SSE2""",2
"""MISC   Class 2 X.Org AMD MULLINS (DRM 2.50.0, 4.19.0-14-amd64, LLVM 7.0.1)""",2
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.10.13-051013-generic, LLVM 11.0.1)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) 535""",2
"""MISC   Class 5 X.Org AMD ARUBA (DRM 2.50.0 / 5.10.9-1-default, LLVM 11.0.1)""",2
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.40.0, 5.10.12-1-default, LLVM 11.0.1)""",2
"""MISC   Class 4 AMD AMD RENOIR (DRM 3.38.0, 5.8.0-7642-generic, LLVM 11.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 1060 6GB/PCIe/SSE2""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon(TM) RX 560 Graphics""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce 315/PCIe/SSE2""",2
"""MISC   Class 4 X.Org Radeon RX 560 Series (POLARIS11, DRM 3.35.0, 5.4.0-65-generic, LLVM 11.0.0)""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon HD 5400 Series""",2
"""MISC   Class 2 X.Org AMD CEDAR (DRM 2.50.0 / 5.10.12-arch1-1, LLVM 11.0.1)""",2
"""MISC   Class 5 X.Org AMD VEGA20 (DRM 3.40.0, 5.10.11-xanmod1, LLVM 7.0.1)""",2
"""NVIDIA Class 2 NVIDIA Corporation Quadro 1000M/PCIe/SSE2""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce 930M/PCIe/SSE2""",2
"""MISC   Class 3 X.Org AMD CAICOS (DRM 2.50.0 / 5.4.0-64-generic, LLVM 10.0.0)""",2
"""INTEL  Class 1 Intel Intel(R) Iris(R) Plus Graphics""",2
"""MISC   Class 5 X.Org Radeon RX 560 Series (POLARIS11, DRM 3.35.0, 5.4.0-66-generic, LLVM 11.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7420G""",2
"""ATI    Class 2 ATI Technologies Inc. AMD M880G with ATI Mobility Radeon HD 4200  """,2
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) RX 480 Graphics""",2
"""MISC   Class 5 AMD AMD Radeon RX 5600 XT (NAVI10, DRM 3.40.0, 5.10.0-2-amd64, LLVM 11.0.1)""",2
"""MISC   Class 3 X.Org AMD HAINAN (DRM 2.50.0, 5.4.12-144.current, LLVM 9.0.0)""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro 4000M/PCIe/SSE2""",2
"""MISC   Class 5 nouveau NVC3""",2
"""MISC   Class 3 X.Org AMD CEDAR (DRM 2.50.0 / 4.15.0-135-generic, LLVM 10.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 610/PCIe/SSE2/3DNOW!""",2
"""MISC   Class 2 X.Org AMD CEDAR (DRM 2.50.0 / 5.10.13-arch1-1, LLVM 11.0.1)""",2
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) Ivybridge Server """,2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6320 Graphics """,2
"""NVIDIA Class 4 NVIDIA Corporation Quadro FX 3700/PCIe/SSE2""",2
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.11.0-1-MANJARO, LLVM 11.0.1)""",2
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.40.0, 5.10.13-zen1-1-zen, LLVM 11.0.1)""",2
"""MISC   Class 3 X.Org AMD CAICOS (DRM 2.50.0 / 5.4.0-65-generic, LLVM 11.0.0)""",2
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.10.14_1, LLVM 11.0.0)""",2
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.4.0-65-lowlatency, LLVM 11.0.0)""",2
"""MISC   Class 5 Parallels and ATI Technologies Inc. Parallels using AMD Radeon Pro 560X OpenGL Engine (Compat)""",2
"""MISC   Class 5 AMD AMD VERDE (DRM 2.50.0, 5.10.15-1-MANJARO, LLVM 11.0.1)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce GPU/PCIe/SSE2""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 240 + HD 8570D Dual Graphics""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon HD 5670""",2
"""MISC   Class 4 X.Org AMD RAVEN (DRM 3.40.0, 5.11.0-051100rc7-generic, LLVM 11.0.0)""",2
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.40.0, 5.10.7-3-MANJARO, LLVM 11.0.1)""",2
"""MISC   Class 3 X.Org AMD CAICOS (DRM 2.50.0 / 4.15.0-132-generic, LLVM 10.0.0)""",2
"""MISC   Class 5 AMD Radeon RX 590 Series (POLARIS10, DRM 3.38.0, 5.8.0-43-generic, LLVM 11.0.1)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R7 M260""",2
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.0.1)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) R9 370""",2
"""MISC   Class 5 X.Org AMD VEGAM (DRM 3.38.0, 5.8.0-43-generic, LLVM 11.0.0)""",2
"""NVIDIA Class -1 NVIDIA Corporation GeForce GTX 965M/PCIe/SSE2""",2
"""ATI    Class 3 ATI Technologies Inc. AMD FirePro M5100 FireGL V""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 5500 Series""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM)  R5 M330""",2
"""MISC   Class 5 AMD AMD SIENNA_CICHLID (DRM 3.40.0, 5.11.0-1-MANJARO, LLVM 11.0.1)""",2
"""MISC   Class 4 AMD AMD VERDE (DRM 2.50.0, 5.10.11-200.fc33.x86_64, LLVM 11.0.0)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 5800 Series""",2
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.35.0, 5.4.0-66-generic, LLVM 11.0.0)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon (TM) R7 370 Series""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) Vega 10 Mobile Graphics""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro FX GRID K120Q/PCI/SSE2""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 8400""",2
"""MISC   Class 5 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.40.0, 5.10.0-2-amd64, LLVM 11.0.1)""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon 535 Series""",2
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 2600 PRO OpenGL Engine""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 140/PCIe/SSE2""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7660G + 7670M Dual Graphics""",2
"""MISC   Class 2 X.Org AMD CEDAR (DRM 2.50.0 / 5.10.14-arch1-1, LLVM 11.0.1)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) R7 M350""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon VII""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce 9800 GT/PCIe/SSE2/3DNOW!""",2
"""MISC   Class 5 AMD AMD Radeon (TM) RX 470 Graphics (POLARIS10, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.1.0)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce GTX 1070 with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 0 X.Org AMD KABINI (DRM 2.50.0, 4.15.0-126-generic, LLVM 10.0.0)""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon (TM) R5 M330""",2
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.40.0, 5.10.12-xanmod1-cacule, LLVM 11.0.1)""",2
"""MISC   Class 5 AMD AMD Radeon RX 5600 XT (NAVI10, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.0.1)""",2
"""MISC   Class 5 X.Org AMD Radeon RX 5700 (NAVI10, DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) M535DX""",2
"""INTEL  Class 3 Intel Mesa Intel(R) UHD Graphics 605 (GLK 3)""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7400 Series""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon(TM) 540X""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon (TM) R8 M435DX""",2
"""INTEL  Class 2 Intel Intel(R) Iris(TM) Pro Graphics 5200""",2
"""MISC   Class 3 X.Org AMD CAICOS (DRM 2.50.0 / 4.15.0-124-generic, LLVM 10.0.0)""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce RTX 2070 Super with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 3 X.Org AMD RAVEN2 (DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.40.0, 5.10.16-artix1-1, LLVM 11.0.1)""",2
"""MISC   Class 0 AMD AMD KABINI (DRM 3.40.0, 5.10.15-172.current, LLVM 10.0.1)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6310M   """,2
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 5670""",2
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.10.16-200.fc33.x86_64, LLVM 11.0.0)""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon HD 7450""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon 3000 Graphics  """,2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R9 260""",2
"""MISC   Class 3 X.Org AMD TURKS (DRM 2.50.0 / 5.10.11-200.fc33.x86_64, LLVM 11.0.0)""",2
"""INTEL  Class 1 Intel Intel(R) HD Graphics 630""",2
"""MISC   Class 3 X.Org AMD KAVERI (DRM 2.50.0, 5.4.0-65-generic, LLVM 10.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7800M Series""",2
"""MISC   Class 1 X.Org AMD RS880 (DRM 2.50.0 / 5.4.0-42-lowlatency, LLVM 10.0.0)""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) Vega 9 Graphics""",2
"""MISC   Class 3 X.Org AMD PALM (DRM 2.50.0 / 5.8.0-41-generic, LLVM 11.0.0)""",2
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.40.0, 5.10.14-arch1-1, LLVM 11.0.1)""",2
"""MISC   Class 1 X.Org AMD PALM (DRM 2.50.0 / 4.15.0-135-generic, LLVM 6.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 260/PCIe/SSE2""",2
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.10.10-200.fc33.x86_64, LLVM 11.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 770/PCIe/SSE2""",2
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.11.0-122-tkg-pds, LLVM 11.0.1)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7400M Series""",2
"""MISC   Class 3 X.Org AMD REDWOOD (DRM 2.50.0 / 4.15.0-136-generic, LLVM 10.0.0)""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7600G""",2
"""ATI    Class 4 ATI Technologies Inc. Radeon RX 5500""",2
"""MISC   Class 4 AMD Radeon RX550/550 Series (POLARIS12, DRM 3.40.0, 5.10.11-ARNE, LLVM 11.1.0)""",2
"""MISC   Class 5 X.Org Radeon RX 570 Series (POLARIS10, DRM 3.38.0, 5.8.0-44-generic, LLVM 11.0.0)""",2
"""MISC   Class 3 X.Org AMD CEDAR (DRM 2.50.0 / 5.4.0-65-generic, LLVM 10.0.0)""",2
"""MISC   Class 5 nouveau NV92""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 6310 Graphics                      """,2
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon X1270 """,2
"""MISC   Class 1 X.Org AMD KABINI (DRM 2.50.0, 5.3.18-lp152.63-default, LLVM 9.0.1)""",2
"""INTEL  Class 2 Intel Mesa Intel(R) UHD Graphics 610 (WHL GT1)""",2
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 1070 Ti/PCIe/SSE2""",2
"""INTEL  Class 5 Parallels and Intel Inc. Parallels using Intel(R) Iris(TM) Plus Graphics 645 (Compat)""",2
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 960/PCIe/SSE2/3DNOW!""",2
"""MISC   Class 5 AMD AMD Radeon RX 5600 XT (NAVI10, DRM 3.40.0, 5.10.14-arch1-1, LLVM 11.0.1)""",2
"""ATI    Class 5 ATI Technologies Inc. Radeon (TM) R9 M470X""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce MX330/PCIe/SSE2""",2
"""MISC   Class 1 VMware, Inc. llvmpipe (LLVM 6.0, 128 bits)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) 625""",2
"""ATI    Class 3 ATI Technologies Inc. 67EF:CF""",2
"""MISC   Class 3 X.Org AMD PALM (DRM 2.50.0 / 5.4.0-58-generic, LLVM 11.0.0)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6370M""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 430""",2
"""MISC   Class 1 Mesa/X.org llvmpipe (LLVM 11.0.1, 256 bits)""",2
"""INTEL  Class 2 Intel HD Graphics""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon (TM) R9 390 Series""",2
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.10.8-arch1-1, LLVM 11.0.1)""",2
"""NVIDIA Class 2 NVIDIA Corporation Quadro FX 770M/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 5600 XT (NAVI10, DRM 3.40.0, 5.10.9-1-default, LLVM 11.0.1)""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon HD 3600 Series""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon HD 3200 Graphics """,2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics""",2
"""ATI    Class 2 ATI Technologies Inc. Radeon(TM) 540 Graphics""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon R5 Graphics""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce 930MX/PCIe/SSE2""",2
"""INTEL  Class 3 Intel Intel(R) HD Graphics P630""",2
"""NVIDIA Class -1 NVIDIA Corporation Quadro M4000/PCIe/SSE2""",2
"""MISC   Class 5 X.Org Radeon RX 560 Series (POLARIS11, DRM 3.35.0, 5.4.0-54-generic, LLVM 11.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.39.0, 5.9.0-3-amd64, LLVM 11.0.1)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon (TM) R7 M340""",2
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.10.10-1-MANJARO, LLVM 11.0.1)""",2
"""NVIDIA Class -1 NVIDIA Corporation GeForce GPU/PCIe/SSE2""",2
"""MISC   Class 5 X.Org AMD RAVEN (DRM 3.40.0, 5.11.1-2.g39e04be-default, LLVM 7.0.1)""",2
"""MISC   Class 5 AMD AMD Radeon HD 7800 Series (PITCAIRN, DRM 3.40.0, 5.10.7-3-MANJARO, LLVM 11.0.1)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8800M Series""",2
"""NVIDIA Class 5 NVIDIA Corporation GeForce 8800 GTS/PCIe/SSE2""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) Dual Graphics""",2
"""MISC   Class 3 X.Org AMD RAVEN (DRM 3.40.0, 5.11.0-1.g64ba0e5-default, LLVM 7.0.1)""",2
"""ATI    Class 3 ATI Technologies Inc. ATI Mobility Radeon HD 5650             """,2
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 980M/PCIe/SSE2""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon RX 5600 XT""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon Pro WX 3200 Series""",2
"""MISC   Class 5 X.Org Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.4.0-66-lowlatency, LLVM 10.0.1)""",2
"""INTEL  Class 4 Intel Mesa Intel(R) UHD Graphics 620 (WHL GT2)""",2
"""MISC   Class 4 AMD AMD Radeon Pro WX2100 (POLARIS12, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.0.1)""",2
"""ATI    Class 2 ATI Technologies Inc. Radeon RX 560X Series""",2
"""MISC   Class 5 X.Org Radeon RX 590 Series (POLARIS10, DRM 3.38.0, 5.8.0-44-generic, LLVM 11.0.0)""",2
"""ATI    Class -1 ATI Technologies Inc. AMD Radeon (TM) R7 370 Series""",2
"""MISC   Class 0 X.Org AMD KABINI (DRM 2.50.0, 5.4.0-65-generic, LLVM 10.0.0)""",2
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 1050 Ti/PCIe/SSE2""",2
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.40.0, 5.10.16-artix1-1, LLVM 11.1.0)""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) RX 460""",2
"""ATI    Class 2 ATI Technologies Inc. Radeon RX550/550 Series""",2
"""MISC   Class 2 X.Org AMD KABINI (DRM 3.23.0, 4.15.3-1-hardened, LLVM 9.0.1)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 630M/PCI/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 8200/integrated/SSE2""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon (TM) HD 8670M""",2
"""INTEL  Class 4 Intel Intel(R) HD Graphics 5600""",2
"""MISC   Class 5 X.Org AMD Radeon RX 5700 (NAVI10, DRM 3.38.0, 5.8.0-7630-generic, LLVM 11.0.0)""",2
"""MISC   Class 1 X.Org AMD KABINI (DRM 2.50.0, 5.4.0-65-generic, LLVM 10.0.0)""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon R4""",2
"""MISC   Class 5 X.Org AMD Radeon (TM) RX 480 Graphics (POLARIS10, DRM 3.38.0, 5.8.0-44-generic, LLVM 11.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6870""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 280M/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 5700 (NAVI10, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.1.0)""",2
"""MISC   Class 5 Parallels and ATI Technologies Inc. Parallels using AMD Radeon Pro Vega 64 OpenGL Engine (Compat)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7500/7600 Series""",2
"""MISC   Class 1 X.Org AMD RV730 (DRM 2.50.0 / 4.19.0-6-amd64, LLVM 7.0.1)""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon HD 6320 Graphics""",2
"""NVIDIA Class -1 NVIDIA Corporation GeForce GTX 750 Ti/PCIe/SSE2""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 275/PCIe/SSE2""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon HD 8330""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8550G + 8750M Dual Graphics""",2
"""NVIDIA Class 4 NVIDIA Corporation Quadro P500/PCIe/SSE2""",2
"""INTEL  Class 1 Intel Mesa Intel(R) UHD Graphics 620 (KBL GT2)""",2
"""MISC   Class 5 X.Org AMD BARTS (DRM 2.50.0 / 5.8.0-43-generic, LLVM 11.0.0)""",2
"""MISC   Class 3 X.Org AMD ARUBA (DRM 2.50.0 / 5.4.0-65-generic, LLVM 11.0.1)""",2
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 1650 with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 3 AMD AMD RENOIR (DRM 3.40.0, 5.10.13-zen1-1-zen, LLVM 11.0.1)""",2
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.11.1-arch1-1, LLVM 11.1.0)""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon Pro 560X""",2
"""MISC   Class 5 nouveau NV94""",2
"""MISC   Class 1 X.Org AMD RV730 (DRM 2.50.0 / 5.8.0-43-generic, LLVM 11.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6320 Graphics           """,2
"""ATI    Class 2 ATI Technologies Inc. Radeon RX 560X""",2
"""MISC   Class 5 X.Org AMD RAVEN (DRM 3.35.0, 5.4.0-65-generic, LLVM 9.0.1)""",2
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.36.0, 5.6.19-rt12-1-rt, LLVM 11.0.1)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6650M  """,2
"""NVIDIA Class 3 NVIDIA Corporation Quadro M2200/PCIe/SSE2""",2
"""NVIDIA Class 0 NVIDIA Corporation GeForce GT 520M/PCIe/SSE2""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce GTX 1660 Ti with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 5 X.Org AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.38.0, 5.8.18-1-MANJARO, LLVM 11.0.0)""",2
"""MISC   Class 2 X.Org AMD TURKS (DRM 2.50.0 / 5.4.0-62-generic, LLVM 10.0.0)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce 6100 nForce 405/integrated/SSE2""",2
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.40.0, 5.10.11-arch1-1, LLVM 11.0.1)""",2
"""MISC   Class 5 AMD AMD Radeon (TM) R9 Fury Series (FIJI, DRM 3.40.0, 5.11.0-051100-generic, LLVM 11.0.0)""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 950A/PCIe/SSE2""",2
"""MISC   Class 5 X.Org AMD RAVEN (DRM 3.35.0, 5.4.0-66-generic, LLVM 10.0.0)""",2
"""INTEL  Class 3 Intel Intel(R) LakeField Mobile Graphics Controller""",2
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 3600 Series      """,2
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.40.0, 5.10.10-arch1-1, LLVM 11.0.1)""",2
"""ATI    Class -1 ATI Technologies Inc. AMD Radeon RX550 series""",2
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon(TM) R7 Graphics""",2
"""INTEL  Class 0 Intel Mesa Intel(R) HD Graphics 5500 (BDW GT2)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6450 Graphics""",2
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.4.0-66-generic, LLVM 11.0.0)""",2
"""MISC   Class 5 X.Org AMD RENOIR (DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6410D""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R9 290X""",2
"""MISC   Class 2 AMD AMD KABINI (DRM 2.50.0, 5.10.0-kali2-amd64, LLVM 11.0.1)""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Mobility Radeon HD 545v """,2
"""ATI    Class 1 ATI Technologies Inc. Radeon X1300/X1550 Series """,2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7310M""",2
"""MISC   Class 5 AMD AMD Radeon RX 5700 (NAVI10, DRM 3.40.0, 5.10.15-gentoo, LLVM 11.0.1)""",2
"""NVIDIA Class 5 NVIDIA Corporation Quadro P4000 with Max-Q Design/PCIe/SSE2""",2
"""ATI    Class 2 ATI Technologies Inc. ATI Mobility Radeon HD 5470    """,2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7350 Graphics""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce 6600 GT/AGP/SSE2/3DNOW!""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro K5000/PCIe/SSE2""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Mobility Radeon X2300""",2
"""MISC   Class 4 X.Org AMD RAVEN (DRM 3.40.0, 5.10.12-1.ga3c8888-default, LLVM 7.0.1)""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon X1200 Series """,2
"""ATI    Class 5 ATI Technologies Inc. ASUS HD7870 Series""",2
"""MISC   Class 3 X.Org AMD CARRIZO (DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro NVS 160M/PCIe/SSE2""",2
"""ATI    Class 3 ATI Technologies Inc. ASUS R7 265 Series""",2
"""ATI    Class 1 ATI Technologies Inc. ATI Mobility Radeon HD 3670""",2
